1028,492,1138,536,1129,562,1019,518
1009,451,1074,480,1066,502,1001,472
1066,472,1160,513,1151,537,1057,496
869,46,990,48,989,73,869,71
1009,25,1088,28,1087,48,1009,46
1017,51,1115,54,1114,78,1017,75
349,111,390,112,389,131,349,131
502,153,577,151,578,163,502,165
603,139,673,138,673,150,603,150
614,125,670,124,670,136,614,136
1194,59,1231,61,1230,82,1193,79
1151,56,1190,57,1190,80,1150,78
530,138,586,139,586,150,530,149
1086,30,1123,30,1123,50,1086,49
501,138,531,138,531,149,501,150
