319,47,531,41,533,90,320,97
272,10,380,6,381,40,274,44
387,5,509,0,510,36,388,41
381,116,435,115,435,128,382,129
264,257,335,256,335,269,264,269
374,245,407,245,407,256,374,257
375,214,429,215,429,227,375,226
269,50,329,48,330,94,270,95
374,229,421,229,422,241,375,241
373,275,406,275,406,287,373,287
379,132,415,131,416,143,379,143
374,260,409,260,409,272,374,272
327,146,377,146,377,157,327,158
376,188,407,188,407,199,377,200
380,147,408,147,409,158,380,158
378,163,408,162,408,174,378,175
