229,91,358,104,355,136,227,124
96,120,203,125,201,159,95,155
96,377,184,367,185,381,97,390
132,474,213,462,215,476,134,488
95,78,182,82,180,119,93,114
91,189,175,188,176,201,91,202
95,342,167,335,168,347,96,355
167,300,226,297,226,310,168,313
93,306,152,301,153,313,94,319
100,450,156,441,158,454,102,463
283,402,341,394,342,407,284,415
98,414,146,407,147,420,100,427
212,129,319,135,317,165,211,160
172,333,234,329,234,342,172,346
98,257,151,255,151,266,99,269
298,368,370,360,371,373,299,381
598,213,662,209,663,223,599,228
103,532,147,521,150,534,106,546
157,441,191,436,192,448,158,453
259,332,338,327,339,342,260,347
153,406,192,401,194,413,154,418
96,270,141,268,141,279,96,281
136,224,189,224,189,237,136,237
185,265,220,264,221,277,185,278
93,225,132,223,132,236,93,237
325,138,357,138,357,166,325,166
341,393,370,389,372,402,342,405
257,407,281,405,281,418,257,419
142,266,182,264,183,279,142,280
191,86,217,88,215,122,189,120
