525,53,812,100,804,157,517,110
20,92,144,80,146,100,21,112
996,215,1116,204,1117,217,997,228
1003,243,1058,240,1059,252,1004,255
1013,199,1086,192,1087,204,1014,212
1002,229,1051,226,1051,237,1003,240
1005,315,1058,313,1058,325,1005,327
1063,314,1113,313,1113,325,1063,326
1006,358,1076,359,1076,371,1006,370
1011,387,1061,388,1061,401,1011,400
1020,185,1057,180,1058,192,1021,196
1143,142,1174,138,1175,152,1145,155
1062,154,1090,151,1091,163,1063,165
1104,148,1138,144,1139,157,1105,161
996,187,1016,185,1017,196,996,198
